EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,C.I,Name,DaysWorked,HBN,HED,HEN
RM709,36,36-45,False,Non-Travel,1229,Sales,8,4,Technical Degree,1,990,1,Male,84,3,2,Sales Executive,4,Divorced,5079,5k-10k,25952,4,13,3,4,80,2,12,3,3,7,7,0,7.0,46249845,Kevin Vasquez,27,0,2,2
RM753,36,36-45,True,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1,1042,3,Female,43,4,1,Laboratory Technician,1,Single,2743,Upto 5k,8269,1,16,3,3,80,0,18,1,3,17,13,15,14.0,92666356,Michael White,29,2,1,2
RM762,36,36-45,True,Travel_Rarely,660,Research & Development,15,3,Other,1,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,Upto 5k,7858,7,14,3,2,80,1,9,3,2,1,0,0,0.0,82232344,Taylor King,25,0,1,0
RM774,36,36-45,False,Travel_Rarely,796,Research & Development,12,5,Medical,1,1073,4,Female,51,2,3,Manufacturing Director,4,Single,8858,5k-10k,15669,0,11,3,2,80,0,15,2,2,14,8,7,8.0,74893936,Renee Moore,28,0,1,0
RM818,36,36-45,False,Non-Travel,217,Research & Development,18,4,Life Sciences,1,1133,1,Male,78,3,2,Manufacturing Director,4,Single,7779,5k-10k,23238,2,20,4,1,80,0,18,0,3,11,9,0,9.0,72394301,Kimberly Schultz,30,0,2,2
RM874,36,36-45,False,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,2741,Upto 5k,6865,1,14,3,3,80,1,7,4,3,7,7,1,7.0,68461818,Travis Roberts,25,2,2,1
RM883,36,36-45,False,Travel_Rarely,363,Research & Development,1,3,Technical Degree,1,1237,3,Female,77,1,3,Manufacturing Director,1,Divorced,10252,10k-15k,4235,2,21,4,3,80,1,17,2,3,7,7,7,7.0,89520597,Jonathan Kaiser,26,0,2,0
RM901,36,36-45,False,Travel_Frequently,469,Research & Development,3,3,Technical Degree,1,1257,3,Male,46,3,1,Research Scientist,2,Married,3692,Upto 5k,9256,1,12,3,3,80,0,12,2,2,11,10,0,7.0,46023439,Mr. John Rice,22,1,1,0
RM928,36,36-45,False,Travel_Rarely,429,Research & Development,2,4,Life Sciences,1,1294,3,Female,53,3,2,Manufacturing Director,2,Single,5410,5k-10k,2323,9,11,3,4,80,0,18,2,3,16,14,5,12.0,53258988,Margaret Perez,27,2,0,2
RM943,36,36-45,False,Travel_Rarely,325,Research & Development,10,4,Technical Degree,1,1312,4,Female,63,3,3,Healthcare Representative,3,Married,7094,5k-10k,5747,3,12,3,1,80,0,10,0,3,7,7,1,7.0,42949803,Juan Brown,22,0,1,2
RM969,36,36-45,False,Travel_Frequently,607,Sales,7,3,Marketing,1,1362,1,Female,83,4,2,Sales Executive,1,Married,4639,Upto 5k,2261,2,16,3,4,80,1,17,2,2,15,7,6,13.0,21631697,Mitchell Barrett,26,1,0,2
RM1012,36,36-45,False,Travel_Rarely,1174,Sales,3,4,Marketing,1,1425,1,Female,99,3,2,Sales Executive,2,Single,9278,5k-10k,20763,3,16,3,4,80,0,15,3,3,5,4,0,1.0,47437115,Christopher Stevens,29,1,1,2
RM1019,36,36-45,False,Travel_Rarely,172,Research & Development,4,4,Life Sciences,1,1435,1,Male,37,2,2,Laboratory Technician,4,Single,5810,5k-10k,22604,1,16,3,3,80,0,10,2,2,10,4,1,8.0,70505620,Christopher Smith,29,2,1,2
RM1020,36,36-45,False,Travel_Rarely,329,Sales,16,4,Marketing,1,1436,3,Female,98,2,2,Sales Executive,1,Married,5647,5k-10k,13494,4,13,3,1,80,2,11,3,2,3,2,0,2.0,42730796,Michael Carroll,23,0,0,0
RM1103,36,36-45,False,Travel_Rarely,1157,Sales,2,4,Life Sciences,1,1556,3,Male,70,3,1,Sales Representative,4,Single,2644,Upto 5k,17001,3,21,4,4,80,0,7,3,2,3,2,1,2.0,72372114,Tina Bolton,29,1,2,2
RM1122,36,36-45,False,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,2,Female,73,3,2,Sales Executive,3,Single,6815,5k-10k,21447,6,13,3,1,80,0,15,5,3,1,0,0,0.0,86483924,Mr. Kenneth Cook,22,2,0,1
RM1129,36,36-45,False,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,1,Male,80,4,2,Laboratory Technician,1,Married,5562,5k-10k,19711,3,13,3,4,80,1,9,3,3,3,2,0,2.0,91917334,Kristin Ruiz,26,2,1,2
RM1146,36,36-45,False,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,3,Female,76,3,2,Manufacturing Director,3,Married,4663,Upto 5k,12421,9,12,3,2,80,2,7,2,3,3,2,1,1.0,99682738,Jack Davis,27,0,1,2
RM1174,36,36-45,False,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,8008,5k-10k,22792,4,12,3,3,80,2,9,6,3,3,2,0,2.0,60867083,Joan Thomas,29,1,0,2
RM1181,36,36-45,False,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,2013,Upto 5k,10950,2,11,3,3,80,0,15,4,3,4,3,1,3.0,55150390,Sandra Cook,23,1,2,1
RM1183,36,36-45,False,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,4374,Upto 5k,15411,0,15,3,3,80,0,4,6,3,3,2,1,2.0,13852048,Patricia West,26,2,2,2
RM1184,36,36-45,False,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,6842,5k-10k,26308,6,20,4,1,80,1,13,3,3,5,4,0,4.0,76344695,Richard Roberts,26,2,2,2
RM1200,36,36-45,False,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,5347,5k-10k,7419,6,14,3,2,80,2,10,2,2,3,2,0,2.0,53622663,Billy Mitchell,30,0,2,1
RM1221,36,36-45,False,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,Upto 5k,7439,3,15,3,3,80,0,17,2,2,13,7,6,7.0,34406132,Carrie Horton,24,0,1,0
RM1237,36,36-45,True,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,5k-10k,8658,5,13,3,2,80,3,16,3,3,2,2,2,2.0,75437844,James Kennedy,27,1,0,2
RM1279,36,36-45,False,Travel_Rarely,1383,Research & Development,10,3,Life Sciences,1,1790,4,Male,90,3,3,Healthcare Representative,1,Married,8321,5k-10k,25949,7,13,3,4,80,1,15,1,3,12,8,5,7.0,38470244,Calvin Frazier,27,1,0,2
RM1316,36,36-45,False,Travel_Rarely,430,Research & Development,2,4,Other,1,1847,4,Female,73,3,2,Research Scientist,2,Married,6962,5k-10k,19573,4,22,4,4,80,1,15,2,3,1,0,0,0.0,57623800,Patrick Swanson,21,1,1,0
RM1341,36,36-45,False,Travel_Rarely,1266,Sales,10,4,Technical Degree,1,1880,2,Female,63,2,2,Sales Executive,3,Married,5673,5k-10k,6060,1,13,3,1,80,1,10,4,3,10,9,1,7.0,44675473,Heather Gardner,20,1,2,1
RM1348,36,36-45,False,Travel_Frequently,1213,Human Resources,2,1,Human Resources,1,1890,2,Male,94,2,2,Human Resources,4,Single,3886,Upto 5k,4223,1,21,4,4,80,0,10,2,2,10,1,0,8.0,55679506,Hailey Burns,23,0,2,2
RM1356,36,36-45,False,Travel_Rarely,335,Sales,17,2,Marketing,1,1908,3,Male,33,2,2,Sales Executive,2,Married,5507,5k-10k,16822,2,16,3,3,80,2,12,1,1,4,2,1,3.0,47535126,Jennifer Garza,29,0,0,1
RM1384,36,36-45,False,Non-Travel,1351,Research & Development,9,4,Life Sciences,1,1949,1,Male,66,4,1,Laboratory Technician,2,Married,2810,Upto 5k,9238,1,22,4,2,80,0,5,3,3,5,4,0,2.0,90014570,Sonya Silva,23,2,1,1
RM1440,36,36-45,False,Travel_Rarely,557,Sales,3,3,Medical,1,2024,1,Female,94,2,3,Sales Executive,4,Married,7644,5k-10k,12695,0,19,3,3,80,2,10,2,3,9,7,3,4.0,47080140,Mark Garcia,22,1,1,0
RM1441,36,36-45,False,Travel_Frequently,688,Research & Development,4,2,Life Sciences,1,2025,4,Female,97,3,2,Manufacturing Director,2,Divorced,5131,5k-10k,9192,7,13,3,2,80,3,18,3,3,4,2,0,2.0,84597009,Brandon Douglas,30,2,1,0
RM1448,36,36-45,False,Non-Travel,301,Sales,15,4,Marketing,1,2036,4,Male,88,1,2,Sales Executive,4,Divorced,5406,5k-10k,10436,1,24,4,1,80,1,15,4,2,15,12,11,11.0,11362459,Christopher Levine,26,1,1,2
RM1454,36,36-45,False,Travel_Rarely,1120,Sales,11,4,Marketing,1,2045,2,Female,100,2,2,Sales Executive,4,Married,6652,5k-10k,14369,4,13,3,1,80,1,8,2,2,6,3,0,0.0,79340535,Rodney Tucker,20,2,0,2
RM1466,36,36-45,False,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5k,12290,4,17,3,3,80,1,17,3,3,5,2,0,3.0,35643159,Mr. Jared Fry,27,2,1,2
RM1466,36,36-45,False,Travel_Frequently,884,Research & Development,23,2,Medical,1,2061,3,Male,41,4,2,Laboratory Technician,4,Married,2571,Upto 5k,12290,4,17,3,3,80,1,17,3,3,5,2,0,2.0,21490777,Dr. Eric King,26,0,0,2
RM003,37,36-45,True,Travel_Rarely,1373,Research & Development,2,2,Other,1,4,4,Male,92,2,1,Laboratory Technician,3,Single,2090,Upto 5k,2396,6,15,3,2,80,0,7,3,3,0,0,0,0.0,42394260,Tracy Cole,25,0,1,0
RM048,37,36-45,False,Travel_Rarely,408,Research & Development,19,2,Life Sciences,1,61,2,Male,73,3,1,Research Scientist,2,Married,3022,Upto 5k,10227,4,21,4,1,80,0,8,1,3,1,0,0,0.0,64549859,Randall George,23,2,1,0
RM060,37,36-45,False,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,77,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993,5k-10k,2689,1,18,3,3,80,1,7,2,4,7,5,0,7.0,75575808,Vincent Chavez,21,1,1,0
RM079,37,36-45,False,Travel_Rarely,397,Research & Development,7,4,Medical,1,102,1,Male,30,3,3,Research Director,3,Single,13664,10k-15k,25258,4,13,3,1,80,0,16,3,4,5,2,0,2.0,84514489,Austin Merritt,22,2,1,1
RM101,37,36-45,True,Travel_Rarely,807,Human Resources,6,4,Human Resources,1,133,3,Male,63,3,1,Human Resources,1,Divorced,2073,Upto 5k,23648,4,22,4,4,80,0,7,3,3,3,2,0,2.0,42255732,Patrick Scott,30,0,2,1
RM105,37,36-45,False,Non-Travel,1040,Research & Development,2,2,Life Sciences,1,139,3,Male,100,2,2,Healthcare Representative,4,Divorced,5163,5k-10k,15850,5,14,3,4,80,1,17,2,4,1,0,0,0.0,73900135,Sarah Carroll,28,0,0,0
RM116,37,36-45,False,Travel_Rarely,1189,Sales,3,3,Life Sciences,1,152,3,Male,87,3,3,Sales Executive,4,Single,7428,5k-10k,14506,2,12,3,1,80,0,12,3,3,5,3,1,3.0,96691619,Julia Harris,28,1,1,0
RM196,37,36-45,False,Travel_Rarely,290,Research & Development,21,3,Life Sciences,1,267,2,Male,65,4,1,Research Scientist,1,Married,3564,Upto 5k,22977,1,12,3,1,80,1,8,3,2,8,7,1,7.0,75876924,Wanda Price,27,2,0,0
RM223,37,36-45,False,Travel_Frequently,663,Research & Development,11,3,Other,1,306,2,Male,47,3,3,Research Director,4,Divorced,12185,10k-15k,10056,1,14,3,3,80,3,10,1,3,10,8,0,7.0,70152969,Joshua Vega,22,0,0,1
RM227,37,36-45,False,Travel_Frequently,319,Sales,4,4,Marketing,1,311,1,Male,41,3,1,Sales Representative,4,Divorced,2793,Upto 5k,2539,4,17,3,3,80,1,13,2,3,9,8,5,8.0,12314351,Kimberly Herman,30,2,0,1
RM249,37,36-45,False,Travel_Rarely,1017,Research & Development,1,2,Medical,1,340,3,Female,83,2,1,Research Scientist,1,Married,3920,Upto 5k,18697,2,14,3,1,80,1,17,2,2,3,1,0,0.0,22489409,Michael Williams,29,0,1,2
RM251,37,36-45,True,Travel_Frequently,504,Research & Development,10,3,Medical,1,342,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048,10k-15k,22573,6,11,3,2,80,2,17,5,3,1,0,0,0.0,49491631,Lisa Smith,30,0,2,1
RM274,37,36-45,False,Travel_Rarely,228,Sales,6,4,Medical,1,378,3,Male,98,3,2,Sales Executive,4,Married,6502,5k-10k,22825,4,14,3,2,80,1,7,5,4,5,4,0,1.0,39742165,Christina Booker,25,2,2,1
RM276,37,36-45,False,Non-Travel,728,Research & Development,1,4,Medical,1,380,1,Female,80,3,3,Research Director,4,Divorced,13603,10k-15k,11677,2,18,3,1,80,2,15,2,3,5,2,0,2.0,64277800,Michael Valenzuela,26,0,2,1
RM286,37,36-45,False,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,1,391,4,Female,42,3,1,Research Scientist,4,Single,2115,Upto 5k,15881,1,12,3,2,80,0,17,3,3,17,12,5,7.0,42655866,Mrs. Rachel Baker MD,21,1,1,1
RM295,37,36-45,False,Travel_Frequently,889,Research & Development,9,3,Medical,1,403,2,Male,53,3,1,Research Scientist,4,Married,2326,Upto 5k,11411,1,12,3,3,80,3,4,3,2,4,2,1,2.0,51098277,Lori Barber,23,1,0,0
RM341,37,36-45,False,Travel_Rarely,1192,Research & Development,5,2,Medical,1,460,4,Male,61,3,2,Manufacturing Director,4,Divorced,6347,5k-10k,23177,7,16,3,3,80,2,8,2,2,6,2,0,4.0,99115205,Jason Hall,30,0,0,0
RM354,37,36-45,False,Travel_Rarely,1319,Research & Development,6,3,Medical,1,474,3,Male,51,4,2,Research Scientist,1,Divorced,5974,5k-10k,17001,4,13,3,1,80,2,13,2,3,7,7,6,7.0,88055069,Brenda Lozano,20,1,0,2
RM365,37,36-45,False,Travel_Rarely,921,Research & Development,10,3,Medical,1,486,3,Female,98,3,1,Laboratory Technician,1,Married,3452,Upto 5k,17663,6,20,4,2,80,1,17,3,3,5,4,0,3.0,59529086,Tina Rios,25,2,1,0
RM387,37,36-45,False,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,1,515,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034,Upto 5k,26914,1,12,3,3,80,1,18,2,2,18,7,12,17.0,73519947,Ann Stewart,29,2,1,1
RM390,37,36-45,False,Travel_Rarely,1305,Research & Development,10,4,Life Sciences,1,518,3,Male,49,3,2,Manufacturing Director,2,Single,4197,Upto 5k,21123,2,12,3,4,80,0,18,2,2,1,0,0,1.0,84285882,Sarah Ward,22,0,2,2
RM399,37,36-45,False,Non-Travel,1063,Research & Development,25,5,Medical,1,529,2,Female,72,3,2,Research Scientist,3,Married,4449,Upto 5k,23866,3,15,3,1,80,2,15,2,3,13,11,10,7.0,81259135,Kelsey Sanchez,30,1,2,2
RM465,37,36-45,False,Travel_Rarely,799,Research & Development,1,3,Technical Degree,1,623,2,Female,59,3,3,Manufacturing Director,4,Single,7491,5k-10k,23848,4,17,3,4,80,0,12,3,4,6,5,1,2.0,56138336,Michael Graham,23,0,1,0
RM468,37,36-45,False,Non-Travel,142,Sales,9,4,Medical,1,626,1,Male,69,3,3,Sales Executive,2,Divorced,8834,5k-10k,24666,1,13,3,4,80,1,9,6,3,9,5,7,7.0,67110154,Christine Perez,24,2,0,0
RM473,37,36-45,False,Travel_Rarely,446,Research & Development,1,4,Life Sciences,1,635,2,Female,65,3,2,Manufacturing Director,2,Married,6447,5k-10k,15701,6,12,3,2,80,1,8,2,2,6,5,4,3.0,83871890,Gregory Gonzalez,24,1,0,1
RM487,37,36-45,False,Travel_Rarely,558,Sales,2,3,Marketing,1,656,4,Male,75,3,2,Sales Executive,3,Married,9602,5k-10k,3010,4,11,3,3,80,1,17,3,2,3,0,1,0.0,54398056,Maria Baker,28,0,0,0
RM507,37,36-45,False,Travel_Rarely,482,Research & Development,3,3,Other,1,689,3,Male,36,3,3,Manufacturing Director,3,Married,9434,5k-10k,9606,1,15,3,3,80,1,10,2,3,10,7,7,8.0,57219209,Ethan Green,24,2,0,1
RM523,37,36-45,False,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,1,715,4,Male,80,4,1,Research Scientist,4,Single,4680,Upto 5k,15232,3,17,3,1,80,0,4,2,3,1,0,0,0.0,70900658,Amanda Swanson,28,2,0,2
RM578,37,36-45,False,Travel_Rarely,571,Research & Development,10,1,Life Sciences,1,802,4,Female,82,3,1,Research Scientist,1,Divorced,2782,Upto 5k,19905,0,13,3,2,80,2,6,3,2,5,3,4,3.0,46361787,Lauren Zimmerman,25,2,0,0
RM629,37,36-45,False,Travel_Rarely,342,Sales,16,4,Marketing,1,868,4,Male,66,2,2,Sales Executive,3,Divorced,6334,5k-10k,24558,4,19,3,4,80,2,9,2,3,1,0,0,0.0,51154241,Kyle Burch,28,2,2,0
RM649,37,36-45,False,Travel_Frequently,1231,Sales,21,2,Medical,1,900,3,Female,54,3,1,Sales Representative,4,Married,2973,Upto 5k,21222,5,15,3,2,80,1,10,3,3,5,4,0,0.0,43742830,Kevin Beard,25,1,2,1
RM653,37,36-45,False,Non-Travel,1252,Sales,19,2,Medical,1,904,1,Male,32,3,3,Sales Executive,2,Single,7642,5k-10k,4814,1,13,3,4,80,0,10,2,3,10,0,0,9.0,40942292,Anthony Sexton,25,0,0,1
RM696,37,36-45,True,Travel_Rarely,625,Sales,1,4,Life Sciences,1,970,1,Male,46,2,3,Sales Executive,3,Married,10609,10k-15k,14922,5,11,3,3,80,0,17,2,1,14,1,11,7.0,26194158,Valerie Roberts,28,0,0,1
RM745,37,36-45,True,Travel_Rarely,1141,Research & Development,11,2,Medical,1,1033,1,Female,61,1,2,Healthcare Representative,2,Married,4777,Upto 5k,14382,5,15,3,1,80,0,15,2,1,1,0,0,0.0,35848226,Amanda Perez,30,2,0,2
RM768,37,36-45,False,Travel_Rarely,124,Research & Development,3,3,Other,1,1062,4,Female,35,3,2,Healthcare Representative,2,Single,4107,Upto 5k,13848,3,15,3,1,80,0,8,3,2,4,3,0,1.0,52352128,Joseph Brown DVM,20,2,1,2
RM796,37,36-45,False,Travel_Rarely,309,Sales,10,4,Life Sciences,1,1105,4,Female,88,2,2,Sales Executive,4,Divorced,6694,5k-10k,24223,2,14,3,3,80,3,8,5,3,1,0,0,0.0,26046365,Michael Norton,20,0,0,1
RM833,37,36-45,False,Travel_Rarely,367,Research & Development,25,2,Medical,1,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,5731,5k-10k,17171,7,13,3,3,80,2,9,2,3,6,2,1,3.0,81922443,Lisa Koch,27,0,1,0
RM856,37,36-45,False,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1,1196,4,Female,56,2,2,Manufacturing Director,4,Married,6474,5k-10k,9961,1,13,3,2,80,1,14,2,2,14,8,3,11.0,34850391,Sarah Williams,27,0,1,1
RM990,37,36-45,False,Travel_Rarely,1439,Research & Development,4,1,Life Sciences,1,1394,3,Male,54,3,1,Research Scientist,3,Married,2996,Upto 5k,5182,7,15,3,4,80,0,8,2,3,6,4,1,3.0,35708194,Pamela Ellis,29,2,1,1
RM1002,37,36-45,False,Travel_Rarely,1462,Research & Development,11,3,Medical,1,1411,1,Female,94,3,1,Laboratory Technician,3,Single,3629,Upto 5k,19106,4,18,3,1,80,0,8,6,3,3,2,0,2.0,39042654,Kelly Hawkins,21,1,1,2
RM1023,37,36-45,False,Non-Travel,1413,Research & Development,5,2,Technical Degree,1,1440,3,Male,84,4,1,Laboratory Technician,3,Single,3500,Upto 5k,25470,0,14,3,1,80,0,7,2,1,6,5,1,3.0,74988034,Brian Reed,29,2,0,2
RM1090,37,36-45,False,Travel_Rarely,674,Research & Development,13,3,Medical,1,1543,1,Male,47,3,2,Research Scientist,4,Married,4285,Upto 5k,3031,1,17,3,1,80,0,10,2,3,10,8,3,7.0,47111151,Leslie Brooks,30,1,1,0
RM1159,37,36-45,False,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,5768,5k-10k,26493,3,17,3,1,80,3,9,2,2,4,3,0,2.0,89133014,Timothy Miller,30,1,2,1
RM1164,37,36-45,False,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,3936,Upto 5k,9953,1,11,3,1,80,1,8,2,1,8,4,7,7.0,80415568,Renee Davis,28,0,0,2
RM1212,37,36-45,False,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,5k-10k,7677,1,14,3,3,80,2,6,2,2,6,3,1,3.0,90099897,Nathaniel Brooks,29,2,2,1
RM1277,37,36-45,False,Travel_Rarely,589,Sales,9,2,Marketing,1,1787,2,Male,46,2,2,Sales Executive,2,Married,4189,Upto 5k,8800,1,14,3,1,80,2,5,2,3,5,2,0,3.0,47983442,Brandon Young,30,2,2,2
RM1281,37,36-45,False,Travel_Rarely,1239,Human Resources,8,2,Other,1,1794,3,Male,89,3,2,Human Resources,2,Divorced,4071,Upto 5k,12832,2,13,3,3,80,0,19,4,2,10,0,4,7.0,23492385,Jeremy Miller,21,2,2,1
RM1292,37,36-45,True,Travel_Rarely,370,Research & Development,10,4,Medical,1,1809,4,Male,58,3,2,Manufacturing Director,1,Single,4213,Upto 5k,4992,1,15,3,2,80,0,10,4,1,10,3,0,8.0,36054020,Casey Harris,22,0,2,1
RM1345,37,36-45,False,Travel_Rarely,783,Research & Development,7,4,Medical,1,1885,4,Male,78,3,2,Research Scientist,1,Married,4284,Upto 5k,13588,5,22,4,3,80,1,16,2,3,5,3,0,4.0,49761527,Levi Hampton,25,2,2,0
RM1433,37,36-45,False,Travel_Rarely,161,Research & Development,10,3,Life Sciences,1,2017,3,Female,42,4,3,Research Director,4,Married,13744,10k-15k,15471,1,25,4,1,80,1,16,2,3,16,11,6,8.0,40532273,Sabrina Mcclain,24,1,1,1
RM009,38,36-45,False,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,12,4,Male,44,2,3,Manufacturing Director,3,Single,9526,5k-10k,8787,0,21,4,2,80,0,10,2,3,9,7,1,0.0,58436637,Allison Kirk,21,1,2,1
RM020,38,36-45,False,Travel_Rarely,371,Research & Development,2,3,Life Sciences,1,24,4,Male,45,3,1,Research Scientist,4,Single,3944,Upto 5k,4306,5,11,3,3,80,0,6,3,3,3,2,1,2.0,34084236,Mr. William Bell,26,2,2,2
RM062,38,36-45,False,Travel_Frequently,653,Research & Development,29,5,Life Sciences,1,79,4,Female,50,3,2,Laboratory Technician,4,Single,2406,Upto 5k,5456,1,11,3,4,80,0,10,2,3,10,3,9,9.0,50569669,Christopher Ford,28,0,2,1
RM084,38,36-45,False,Non-Travel,573,Research & Development,6,3,Medical,1,107,2,Female,79,1,2,Research Scientist,4,Divorced,5329,5k-10k,15717,7,12,3,4,80,3,17,3,3,13,11,1,9.0,11898961,Karl Williams,24,0,0,1
RM143,38,36-45,False,Travel_Rarely,364,Research & Development,3,5,Technical Degree,1,193,4,Female,32,3,2,Research Scientist,3,Single,4317,Upto 5k,2302,3,20,4,2,80,0,19,2,3,3,2,2,0.0,81690398,Kelly Simmons,27,2,0,1
RM169,38,36-45,False,Travel_Rarely,702,Sales,1,4,Life Sciences,1,230,1,Female,59,2,2,Sales Executive,4,Single,8686,5k-10k,12930,4,22,4,3,80,0,12,2,4,8,3,0,7.0,26989677,Jason Higgins,23,2,1,0
RM180,38,36-45,False,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,245,3,Female,75,3,1,Laboratory Technician,4,Single,2288,Upto 5k,6319,1,12,3,3,80,0,2,3,3,2,2,2,1.0,46817443,Andrea Alvarez,22,2,2,2
RM199,38,36-45,False,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,1,271,4,Male,88,3,2,Manufacturing Director,3,Married,6553,5k-10k,7259,9,14,3,2,80,0,14,3,3,1,0,0,0.0,16109013,Jessica Lawrence,24,1,2,2
RM200,38,36-45,False,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,1,273,4,Male,54,3,2,Manufacturing Director,4,Married,6261,5k-10k,4185,3,18,3,1,80,1,9,3,1,7,7,1,7.0,17318358,Melissa Perry,25,1,0,1
RM205,38,36-45,True,Travel_Rarely,1180,Research & Development,29,1,Medical,1,282,2,Male,70,3,2,Healthcare Representative,1,Married,6673,5k-10k,11354,7,19,3,2,80,0,17,2,3,1,0,0,0.0,84270583,Dr. Robert Parker,22,1,2,1
RM224,38,36-45,False,Travel_Rarely,119,Sales,3,3,Life Sciences,1,307,1,Male,76,3,3,Sales Executive,3,Divorced,10609,10k-15k,9647,0,12,3,3,80,2,17,6,2,16,10,5,13.0,49209916,William Smith PhD,21,2,0,0
RM262,38,36-45,False,Non-Travel,1327,Sales,2,2,Life Sciences,1,361,4,Male,39,2,2,Sales Executive,4,Married,5249,5k-10k,19682,3,18,3,4,80,1,13,0,3,8,7,7,5.0,26948946,Sara Greer,29,0,1,2
RM278,38,36-45,False,Travel_Rarely,322,Sales,7,2,Medical,1,382,1,Female,44,4,2,Sales Executive,1,Divorced,5605,5k-10k,19191,1,24,4,3,80,1,8,3,3,8,0,7,7.0,95613415,Emily Newman,24,2,0,0
RM288,38,36-45,False,Travel_Rarely,688,Research & Development,23,4,Life Sciences,1,393,4,Male,82,3,2,Healthcare Representative,4,Divorced,5745,5k-10k,18899,9,14,3,2,80,1,10,2,3,2,2,1,2.0,75884623,Courtney Martin,22,0,1,2
RM308,38,36-45,False,Travel_Rarely,849,Research & Development,25,2,Life Sciences,1,421,1,Female,81,2,3,Research Director,2,Married,12061,10k-15k,26707,3,17,3,3,80,1,19,2,3,10,8,0,1.0,23769080,Holly Anderson,23,2,1,0
RM342,38,36-45,False,Travel_Rarely,343,Research & Development,15,2,Life Sciences,1,461,3,Male,92,2,3,Research Director,4,Divorced,11510,10k-15k,15682,0,14,3,2,80,1,12,3,3,11,10,2,9.0,11646234,Kaitlyn Palmer,25,2,1,1
RM417,38,36-45,False,Travel_Frequently,1490,Research & Development,2,2,Life Sciences,1,556,4,Male,42,3,1,Laboratory Technician,4,Married,1702,Upto 5k,12106,1,23,4,3,80,1,1,3,3,1,0,0,0.0,87049595,Laura Clark,29,2,1,2
RM472,38,36-45,False,Travel_Rarely,1495,Research & Development,10,3,Medical,1,634,3,Female,76,3,2,Healthcare Representative,3,Married,9824,5k-10k,22174,3,19,3,3,80,1,18,4,3,1,0,0,0.0,48163378,Steven Beard,26,2,1,1
RM491,38,36-45,False,Travel_Rarely,362,Research & Development,1,1,Life Sciences,1,662,3,Female,43,3,1,Research Scientist,1,Single,2619,Upto 5k,14561,3,17,3,4,80,0,8,3,2,0,0,0,0.0,73001391,Louis Keller DDS,24,2,2,2
